artist,instrument,birthdate,deathdate,alive,bday_dt,dday_dt,age_yrs,cause_of_death,Column1
Armen Nalbandian,Piano,4/6/1978,NaN,TRUE,4/6/1978,,42,NaN,
Marty Napoleon,Piano,6/2/1921,4/27/2015,FALSE,6/2/1921,4/27/2015,93,NaN,
Josh Nelson,Piano,8/1/1978,NaN,TRUE,8/1/1978,,42,NaN,
Jef Neve,Piano,3/8/1977,NaN,TRUE,3/8/1977,,43,NaN,
"Phineas Newborn, Jr.",Piano,12/14/1931,5/26/1989,FALSE,12/14/1931,5/26/1989,57,Cancer (Lung),
David Newton,Piano,2/2/1958,NaN,TRUE,2/2/1958,,62,NaN,
Herbie Nichols,Piano,1/3/1919,4/12/1963,FALSE,1/3/1919,4/12/1963,44,Leukemia,
Dan Nimmer,Piano,1982,NaN,TRUE,1/1/1982,,38,NaN,
Liam Noble,Piano,11/15/1968,NaN,TRUE,11/15/1968,,51,NaN,
Mike Nock,Piano,9/27/1940,NaN,TRUE,9/27/1940,,79,NaN,
Victor Noriega,Piano,5/5/1978,NaN,TRUE,5/5/1978,,42,NaN,
Walter Norris,Piano,1927,2011,FALSE,1/1/1927,1/1/2011,84,NaN,
Hod O'Brien,Piano,1936,2016,FALSE,1/1/1936,1/1/2016,80,Cancer,
Bill O'Connell,Piano,8/22/1953,NaN,TRUE,8/22/1953,,67,NaN,
Arturo O'Farrill,Piano,6/22/1960,NaN,TRUE,6/22/1960,,60,NaN,
Johnny O'Neal,Piano,10/10/1956,NaN,TRUE,10/10/1956,,63,NaN,
Jørn Øien,Piano,1/19/1968,NaN,TRUE,1/19/1968,,52,NaN,
Junko Onishi,Piano,4/16/1967,NaN,TRUE,4/16/1967,,53,NaN,
Piotr Orzechowski,Piano,12/31/1990,NaN,TRUE,12/31/1990,,29,NaN,
Makoto Ozone,Piano,3/25/1961,NaN,TRUE,3/25/1961,,59,NaN,
Marty Paich,Piano,1/23/1925,8/12/1995,FALSE,1/23/1925,8/12/1995,70,Cancer (Colon),
Eddie Palmieri,Piano,12/15/1936,NaN,TRUE,12/15/1936,,83,NaN,
Tiny Parham,Piano,1900,1943,FALSE,1/1/1900,1/1/1943,42,NaN,
Johnny Parker,Piano,11/6/1929,6/11/2010,FALSE,11/6/1929,6/11/2010,80,NaN,
Aaron Parks,Piano,10/7/1983,NaN,TRUE,10/7/1983,,36,NaN,
Horace Parlan,Piano,1/19/1931,2/23/2017,FALSE,1/19/1931,2/23/2017,86,NaN,
Avery Parrish,Piano,1917,12/10/1959,FALSE,1/1/1917,12/10/1959,42,Fall,
Hermeto Pascoal,Keyboards,6/22/1936,NaN,TRUE,6/22/1936,,84,NaN,
Alan Pasqua,Keyboards,6/28/1952,NaN,TRUE,6/28/1952,,68,NaN,
Ben Paterson,Piano,6/23/1982,NaN,TRUE,6/23/1982,,38,NaN,
Raimonds Pauls,Piano,1936,NaN,TRUE,1/1/1936,,84,NaN,
Charlie Peacock,Keyboards,8/10/1956,NaN,TRUE,8/10/1956,,64,NaN,
Duke Pearson,Piano,8/17/1932,8/4/1980,FALSE,8/17/1932,8/4/1980,47,Multiple Sclerosis,
Eivin One Pedersen,Accordion,9/8/1956,2/22/2012,FALSE,9/8/1956,2/22/2012,55,NaN,
César Pedroso,Piano,1946,NaN,TRUE,1/1/1946,,74,NaN,
Bernard Peiffer,Piano,1922,1976,FALSE,1/1/1922,1/1/1976,53,NaN,
Kim Pensyl,Piano,NaN,NaN,NaN,,,NaN,NaN,
Marc Perrenoud,Piano,1981,NaN,TRUE,1/1/1981,,39,NaN,
Luis Perdomo,Piano,2/19/1971,NaN,TRUE,2/19/1971,,49,NaN,
Danilo Pérez,Piano,12/29/1965,NaN,TRUE,12/29/1965,,54,NaN,
Carl Perkins,Piano,8/16/1928,3/17/1958,FALSE,8/16/1928,3/17/1958,29,Overdose,
Oscar Peterson,Piano,8/15/1925,12/23/2007,FALSE,8/15/1925,12/23/2007,82,Kidney Failure,
Umberto Petrin,Piano,1960,NaN,TRUE,1/1/1960,,60,NaN,
Michel Petrucciani,Piano,12/28/1962,1/6/1999,FALSE,12/28/1962,1/6/1999,36,Lung Disease,
Willie Pickens,Piano,4/18/1931,12/12/2017,FALSE,4/18/1931,12/12/2017,86,Heart Attack,
Enrico Pieranunzi,Piano,12/5/1949,NaN,TRUE,12/5/1949,,70,NaN,
Billie Pierce,Piano,1907,9/29/1974,FALSE,1/1/1907,9/29/1974,67,NaN,
Nat Pierce,Piano,7/16/1925,6/10/1992,FALSE,7/16/1925,6/10/1992,66,Infection,
Roberta Piket,Piano,1966,NaN,TRUE,1/1/1966,,54,NaN,
Jean-Michel Pilc,Piano,10/19/1960,NaN,TRUE,10/19/1960,,59,NaN,
Mika Pohjola,Piano,12/1/1971,NaN,TRUE,12/1/1971,,48,NaN,
Terry Pollard,Piano,1931,2009,FALSE,1/1/1931,1/1/2009,78,NaN,
Paul Posnak,Piano,NaN,NaN,TRUE,,,NaN,NaN,
Bud Powell,Piano,9/27/1924,7/31/1966,FALSE,9/27/1924,7/31/1966,41,Tuberculosis,
Mel Powell,Piano,1923,1998,FALSE,1/1/1923,1/1/1998,75,Cancer (Liver),
Richie Powell,Piano,9/5/1931,6/26/1956,FALSE,9/5/1931,6/26/1956,24,Car Accident,
Roy Powell,Piano,1965,NaN,TRUE,1/1/1965,,55,NaN,
André Previn,Piano,4/6/1929,2/28/2019,FALSE,4/6/1929,2/28/2019,89,NaN,
Sammy Price,Piano,10/6/1908,4/14/1992,FALSE,10/6/1908,4/14/1992,83,Heart Attack,
Clarence Profit,Piano,1912,1944,FALSE,1/1/1912,1/1/1944,32,NaN,
John Proulx,Piano,1977,NaN,TRUE,1/1/1977,,NaN,NaN,
Don Pullen,Piano,12/25/1941,4/22/1995,FALSE,12/25/1941,4/22/1995,53,Lymphoma,
Kym Purling,Piano,11/2/1972,NaN,TRUE,11/2/1972,,47,NaN,
Alton Purnell,Piano,1911,1987,FALSE,1/1/1911,1/1/1987,76,NaN,
Sun Ra,Piano,5/22/1914,5/30/1993,FALSE,5/22/1914,5/30/1993,79,Heart Failure,
Johnny Răducanu,Double bass,12/1/1931,9/19/2011,FALSE,12/1/1931,9/19/2011,79,NaN,
Ziad Rahbani,Piano,1/1/1956,NaN,TRUE,1/1/1956,,64,NaN,
Eldbjørg Raknes,Vocals,2/9/1970,NaN,TRUE,2/9/1970,,50,NaN,
Iiro Rantala,Piano,1/19/1970,NaN,TRUE,1/19/1970,,50,NaN,
Ray Reach,Keyboards,8/3/1948,NaN,TRUE,8/3/1948,,72,NaN,
Jan Randall,Piano,7/26/1952,NaN,TRUE,7/26/1952,,68,NaN,
Don Randi,Piano,2/25/1937,NaN,TRUE,2/25/1937,,83,NaN,
Dana Reason,Piano,NaN,NaN,NaN,,,NaN,NaN,
Jason Rebello,Piano,3/29/1969,NaN,TRUE,3/29/1969,,51,NaN,
Freddie Redd,Piano,5/29/1928,NaN,TRUE,5/29/1928,,92,NaN,
Eric Reed,Piano,6/21/1970,NaN,TRUE,6/21/1970,,50,NaN,
Henri Renaud,Piano,1925,2002,FALSE,1/1/1925,1/1/2002,77,NaN,
Jason Reolon,Piano,11/2/1976,NaN,TRUE,11/2/1976,,43,NaN,
Eve Risser,Piano,1982,NaN,TRUE,1/1/1982,,38,NaN,
Sam Rivers,Tenor saxophone,9/25/1923,12/26/2011,FALSE,9/25/1923,12/26/2011,88,Pneumonia,
Luckey Roberts,Piano,1887-08-07,2/5/1968,FALSE,1887-08-07,2/5/1968,80,NaN,
Marcus Roberts,Piano,8/7/1963,NaN,TRUE,8/7/1963,,57,NaN,
J. Russell Robinson,Piano,7/8/1892,2/24/1963,FALSE,7/8/1892,2/24/1963,70,NaN,
Alfredo Rodríguez,Piano,10/25/1936,10/3/2005,FALSE,10/25/1936,10/3/2005,68,NaN,
Bryce Rohde,Piano,9/12/1923,1/26/2016,FALSE,9/12/1923,1/26/2016,92,NaN,
Matt Rollings,Keyboards,NaN,NaN,NaN,,,NaN,NaN,
Ted Rosenthal,Piano,1959,NaN,TRUE,1/1/1959,,61,NaN,
Renee Rosnes,Piano,3/24/1962,NaN,TRUE,3/24/1962,,58,NaN,
Florian Ross,Piano,1972,NaN,TRUE,1/1/1972,,48,NaN,
Scott Routenberg,Piano,1978,NaN,TRUE,1/1/1978,,42,NaN,
Jimmy Rowles,Piano,8/19/1918,5/28/1996,FALSE,8/19/1918,5/28/1996,77,Heart Attack,
Gonzalo Rubalcaba,Piano,5/27/1963,NaN,TRUE,5/27/1963,,57,NaN,
Hilton Ruiz,Piano,5/29/1952,6/6/2006,FALSE,5/29/1952,6/6/2006,54,Fall,
Otmaro Ruíz,Acoustic piano,6/27/1964,NaN,TRUE,6/27/1964,,56,NaN,
Patrice Rushen,Vocals,9/30/1954,NaN,TRUE,9/30/1954,,65,NaN,
Luis Russell,Piano,8/5/1902,12/11/1963,FALSE,8/5/1902,12/11/1963,61,NaN,
George Russell,Piano,6/23/1923,7/27/2009,FALSE,6/23/1923,7/27/2009,86,Alzheimer's,
Jacob Sacks,Piano,NaN,NaN,NaN,,,NaN,NaN,
Philippe Saisse,Keyboards,2/4/1957,NaN,TRUE,2/4/1957,,63,NaN,
Joe Sample,Piano,2/1/1939,9/12/2014,FALSE,2/1/1939,9/12/2014,75,Mesothelioma,
Arturo Sandoval,Trumpet,11/6/1949,NaN,TRUE,11/6/1949,,70,NaN,
Nick Sanders,Piano,NaN,NaN,NaN,,,NaN,NaN,
Christian Sands,Piano,5/22/1989,NaN,TRUE,5/22/1989,,31,NaN,
Jovino Santos-Neto,Piano,9/18/1954,NaN,TRUE,9/18/1954,,66,NaN,
Michel Sardaby,Piano,1935,NaN,TRUE,1/1/1935,,85,NaN,
Bernardo Sassetti,Piano,6/24/1970,5/10/2012,FALSE,6/24/1970,5/10/2012,41,Fall,
Masahiko Satoh,Piano,10/6/1941,NaN,TRUE,10/6/1941,,78,NaN,
Gaea Schell,Piano,1975,NaN,TRUE,1/1/1975,,45,NaN,
Lalo Schifrin,Piano,6/21/1932,NaN,TRUE,6/21/1932,,88,NaN,
Alexander von Schlippenbach,Piano,4/7/1938,NaN,TRUE,4/7/1938,,82,NaN,
Rob Schneiderman,Piano,6/21/1957,NaN,TRUE,6/21/1957,,63,NaN,
Diane Schuur,Vocals,12/10/1953,NaN,TRUE,12/10/1953,,66,NaN,
Irène Schweizer,Piano,6/2/1941,NaN,TRUE,6/2/1941,,79,NaN,
Hazel Scott,Piano,1920,1981,FALSE,1/1/1920,1/1/1981,61,Cancer,
Stephen Scott,Piano,1969,NaN,TRUE,1/1/1969,,51,NaN,
Bernie Senensky,Piano,12/31/1944,NaN,TRUE,12/31/1944,,75,NaN,
George Shearing,Piano,8/13/1919,2/14/2011,FALSE,8/13/1919,2/14/2011,91,Heart Failure,
John Sheridan,Piano,1/20/1946,NaN,TRUE,1/20/1946,,74,NaN,
Jake Sherman,Piano,NaN,NaN,NaN,,,NaN,NaN,
Yutaka Shiina,Piano,9/23/1964,NaN,TRUE,9/23/1964,,56,NaN,
Matthew Shipp,Piano,12/7/1960,NaN,TRUE,12/7/1960,,59,NaN,
Ayako Shirasaki,Piano,1963,NaN,TRUE,1/1/1963,,57,NaN,
Don Shirley,Piano,1927,2013,FALSE,1/1/1927,1/1/2013,86,Heart Disease,
Travis Shook,Piano,3/10/1969,NaN,TRUE,3/10/1969,,51,NaN,
Bobby Short,Piano,9/15/1924,3/21/2005,FALSE,9/15/1924,3/21/2005,80,Leukemia,
Carl Shroeder,Piano,NaN,NaN,NaN,,,NaN,NaN,
Ofir Shwartz,Piano,7/13/1979,NaN,TRUE,7/13/1979,,41,NaN,
Ben Sidran,Piano,8/14/1943,NaN,TRUE,8/14/1943,,77,NaN,
Horace Silver,Piano,9/2/1928,6/18/2014,FALSE,9/2/1928,6/18/2014,85,Alzheimer's,
Gwilym Simcock,Piano,2/24/1981,NaN,TRUE,2/24/1981,,39,NaN,
Norman Simmons,Piano,1929,NaN,TRUE,1/1/1929,,91,NaN,
Edward Simon,Piano,7/27/1969,NaN,TRUE,7/27/1969,,51,NaN,
Nina Simone,Piano,2/21/1933,4/21/2003,FALSE,2/21/1933,4/21/2003,70,Cancer (Breast),
Ruslan Sirota,Piano,1980,NaN,TRUE,1/1/1980,,40,NaN,
Reidar Skår,Keyboards,3/13/1964,NaN,TRUE,3/13/1964,,56,NaN,
Erlend Skomsvoll,Piano,5/12/1969,NaN,TRUE,5/12/1969,,51,NaN,
Baard Slagsvold,Vocals,8/31/1963,NaN,TRUE,8/31/1963,,57,NaN,
Erlend Slettevoll,Piano,10/26/1981,NaN,TRUE,10/26/1981,,38,NaN,
Cliff Smalls,Piano,1918,2008,FALSE,1/1/1918,1/1/2008,90,NaN,
"Clarence ""Pinetop"" Smith",Piano,6/11/1904,3/15/1929,FALSE,6/11/1904,3/15/1929,24,Murdered,
Paul Smith,Piano,1922,6/29/2013,FALSE,1/1/1922,6/29/2013,91,Heart Failure,
"Willie ""The Lion"" Smith",Piano,1893-11-23,4/18/1973,FALSE,1893-11-23,4/18/1973,79,NaN,
Martial Solal,Piano,8/23/1927,NaN,TRUE,8/23/1927,,93,NaN,
Jess Stacy,Piano,8/11/1904,1/1/1995,FALSE,8/11/1904,1/1/1995,90,Heart Failure,
Bobo Stenson,Piano,8/4/1944,NaN,TRUE,8/4/1944,,76,NaN,
Tommy Stewart,Trumpet,11/19/1939,NaN,TRUE,11/19/1939,,80,NaN,
Vigleik Storaas,Piano,2/2/1963,NaN,TRUE,2/2/1963,,57,NaN,
Ståle Storløkken,Keyboards,2/22/1969,NaN,TRUE,2/22/1969,,51,NaN,
Geoff Stradling,Piano,1955,NaN,TRUE,1/1/1955,,65,NaN,
Charley Straight,Piano,1891,1940,FALSE,1891-01-01,1/1/1940,48,Car Accident,
Billy Strayhorn,Piano,11/29/1915,5/31/1967,FALSE,11/29/1915,5/31/1967,51,Cancer (Esophagus),
Frank Strazzeri,Piano,4/24/1930,5/9/2014,FALSE,4/24/1930,5/9/2014,84,NaN,
Dana Suesse,Piano,1909,10/16/1987,FALSE,1/1/1909,10/16/1987,78,Stroke,
Joe Sullivan,Piano,1906,10/13/1971,FALSE,1/1/1906,10/13/1971,65,NaN,
Helen Sung,Piano,NaN,NaN,NaN,,,NaN,NaN,
Ralph Sutton,Piano,11/4/1922,12/30/2001,FALSE,11/4/1922,12/30/2001,79,Stroke,
Esbjörn Svensson,Piano,4/16/1964,6/14/2008,FALSE,4/16/1964,6/14/2008,44,Diving Accident,
Hermann Szobel,Piano,1958,NaN,TRUE,1/1/1958,,62,NaN,
Craig Taborn,Piano,2/20/1970,NaN,TRUE,2/20/1970,,50,NaN,
Aki Takase,Piano,1/26/1948,NaN,TRUE,1/26/1948,,72,NaN,
Ayumi Tanaka,Piano,1986,NaN,TRUE,1/1/1986,,34,NaN,
Israel Tanenbaum,Piano,1961,NaN,TRUE,1/1/1961,,59,NaN,
Horace Tapscott,Piano,4/6/1934,2/27/1999,FALSE,4/6/1934,2/27/1999,64,NaN,
Art Tatum,Piano,10/13/1909,11/5/1956,FALSE,10/13/1909,11/5/1956,47,Kidney Failure,
Billy Taylor,Piano,7/24/1921,12/28/2010,FALSE,7/24/1921,12/28/2010,89,Heart Attack,
Cecil Taylor,Piano,3/25/1929,4/5/2018,FALSE,3/25/1929,4/5/2018,89,NaN,
John Taylor,Piano,9/25/1942,7/17/2015,FALSE,9/25/1942,7/17/2015,72,Heart Attack,
Richard Tee,Keyboards,11/24/1943,7/21/1993,FALSE,11/24/1943,7/21/1993,49,Cancer (Prostate),
Jacky Terrasson,Piano,11/27/1965,NaN,TRUE,11/27/1965,,54,NaN,
Pat Thomas,Piano,1960,NaN,TRUE,1/1/1960,,60,NaN,
Don Thompson,Double bass,1/18/1940,NaN,TRUE,1/18/1940,,80,NaN,
Butch Thompson,Piano,11/28/1943,NaN,TRUE,11/28/1943,,76,NaN,
Sir Charles Thompson,Piano,1918,2016,FALSE,1/1/1918,1/1/2016,98,NaN,
Claude Thornhill,Piano,8/10/1908,7/1/1965,FALSE,8/10/1908,7/1/1965,56,Heart Attack,
Bobby Timmons,Piano,12/19/1935,3/1/1974,FALSE,12/19/1935,3/1/1974,38,Liver Failure,
Keith Tippett,Piano,8/25/1947,6/14/2020,FALSE,8/25/1947,6/14/2020,72,NaN,
Billy Tipton,Piano,12/29/1914,1/21/1989,FALSE,12/29/1914,1/21/1989,74,Peptic Ulcer,
Paul Tobey,Piano,9/7/1962,NaN,TRUE,9/7/1962,,58,NaN,
Tim Tobias,Piano,7/1/1952,12/23/2006,FALSE,7/1/1952,12/23/2006,54,NaN,
Lee Tomboulian,Piano,1/8/1960,NaN,TRUE,1/8/1960,,60,NaN,
Kevin Toney,Piano,1953,NaN,TRUE,1/1/1953,,67,NaN,
Allen Toussaint,Vocals,1/14/1938,11/10/2015,FALSE,1/14/1938,11/10/2015,77,Heart Attack,
Stan Tracey,Piano,12/30/1926,12/6/2013,FALSE,12/30/1926,12/6/2013,86,Cancer,
Lennie Tristano,Piano,3/19/1919,11/18/1978,FALSE,3/19/1919,11/18/1978,59,Heart Attack,
Baptiste Trotignon,Piano,1974,NaN,TRUE,1/1/1974,,46,NaN,
Terry Trotter,Piano,NaN,NaN,NaN,,,NaN,NaN,
Bobby Troup,Piano,1918,1999,FALSE,1/1/1918,1/1/1999,81,Heart Attack,
Alexander Tsfasman,Piano,1906,1971,FALSE,1/1/1906,1/1/1971,65,NaN,
Dick Twardzik,Piano,4/30/1931,10/21/1955,FALSE,4/30/1931,10/21/1955,24,Overdose (Heroin),
McCoy Tyner,Piano,12/11/1938,3/6/2020,FALSE,12/11/1938,3/6/2020,81,NaN,
Hiromi Uehara,Piano,3/26/1979,NaN,TRUE,3/26/1979,,41,NaN,
Andreas Ulvo,Piano,7/22/1983,NaN,TRUE,7/22/1983,,37,NaN,
René Urtreger,Piano,7/6/1934,NaN,TRUE,7/6/1934,,86,NaN,
Bebo Valdés,Piano,10/9/1918,3/22/2013,FALSE,10/9/1918,3/22/2013,94,Alzheimer's,
Chucho Valdés,Piano,10/9/1941,NaN,TRUE,10/9/1941,,78,NaN,
Jose Valdes,Piano,8/4/1957,NaN,TRUE,8/4/1957,,63,NaN,
Manuel Valera,Piano,10/17/1980,NaN,TRUE,10/17/1980,,39,NaN,
Ramón Valle,Piano,12/29/1964,NaN,TRUE,12/29/1964,,55,NaN,
Colin Vallon,Piano,11/17/1980,NaN,TRUE,11/17/1980,,39,NaN,
Fred Van Hove,Piano,1937,NaN,TRUE,1/1/1937,,83,NaN,
Johnny Varro,Piano,1930,NaN,TRUE,1/1/1930,,90,NaN,
Tom Vaughn,Piano,10/13/1936,3/4/2011,FALSE,10/13/1936,3/4/2011,74,NaN,
Glauco Venier,Piano,9/8/1962,NaN,TRUE,9/8/1962,,58,NaN,
David Virelles,Piano,1983,NaN,TRUE,1/1/1983,,37,NaN,
Dick Voynow,Piano,1900,1944,FALSE,1/1/1900,1/1/1944,43,Illness,
Mal Waldron,Piano,8/16/1925,12/2/2002,FALSE,8/16/1925,12/2/2002,77,Cancer (Lung),
Fats Waller,Piano,5/21/1904,12/15/1943,FALSE,5/21/1904,12/15/1943,39,Pneumonia,
Per Henrik Wallin,Piano,1946,2005,FALSE,1/1/1946,1/1/2005,59,NaN,
George Wallington,Piano,10/27/1924,2/15/1993,FALSE,10/27/1924,2/15/1993,68,NaN,
Christian Wallumrød,Piano,4/26/1971,NaN,TRUE,4/26/1971,,49,NaN,
David Wallumrød,Piano,10/2/1977,NaN,TRUE,10/2/1977,,42,NaN,
Cedar Walton,Piano,1934,8/19/2013,FALSE,1/1/1934,8/19/2013,79,Illness,
Dominik Wania,Piano,11/24/1981,NaN,TRUE,11/24/1981,,38,NaN,
Roosevelt Wardell,Piano,1934,1999,FALSE,1/1/1934,1/1/1999,65,NaN,
Huw Warren,Piano,5/18/1962,NaN,TRUE,5/18/1962,,58,NaN,
Earl Washington,Piano,1921,1975,FALSE,1/1/1921,1/1/1975,53,Heart Attack,
Fred Washington,Piano,1900,?,FALSE,1/1/1900,,nan,NaN,
Marcin Wasilewski,Piano,1975,NaN,TRUE,1/1/1975,,45,NaN,
Trevor Watkis,Piano,1971,NaN,TRUE,1/1/1971,,49,NaN,
Teddy Weatherford,Piano,1903,1945,FALSE,1/1/1903,1/1/1945,42,Cholera,
Florian Weber,Piano,1977,NaN,TRUE,1/1/1977,,43,NaN,
Vince Weber,Piano,10/26/1953,2/23/2020,FALSE,10/26/1953,2/23/2020,66,NaN,
Gerry Weil,Piano,8/11/1939,NaN,TRUE,8/11/1939,,81,NaN,
Michael Weiss,Piano,1958,NaN,TRUE,1/1/1958,,62,NaN,
Dick Wellstood,Piano,11/25/1927,7/24/1987,FALSE,11/25/1927,7/24/1987,59,Heart Attack,
Kenny Werner,Piano,11/19/1951,NaN,TRUE,11/19/1951,,68,NaN,
Bugge Wesseltoft,Piano,2/1/1964,NaN,TRUE,2/1/1964,,56,NaN,
Mike Westbrook,Piano,3/21/1936,NaN,TRUE,3/21/1936,,84,NaN,
Randy Weston,Piano,4/6/1926,9/1/2018,FALSE,4/6/1926,9/1/2018,92,NaN,
Gerald Wiggins,Piano,5/12/1922,7/13/2008,FALSE,5/12/1922,7/13/2008,86,NaN,
Håvard Wiik,Piano,3/10/1975,NaN,TRUE,3/10/1975,,45,NaN,
Rudi Wilfer,Piano,1936,NaN,TRUE,1/1/1936,,84,NaN,
Clarence Williams,Piano,1893-10-08,1965,FALSE,1893-10-08,1/1/1965,71,NaN,
James Williams,Piano,1951,2004,FALSE,1/1/1951,1/1/2004,53,Cancer (Liver),
Jessica Williams,Piano,3/17/1948,NaN,TRUE,3/17/1948,,72,NaN,
John Williams,Piano,1929,2018,FALSE,1/1/1929,1/1/2018,89,NaN,
Mary Lou Williams,Piano,5/8/1910,5/28/1981,FALSE,5/8/1910,5/28/1981,71,Cancer (Bladder),
Claude Williamson,Piano,1926,2016,FALSE,1/1/1926,1/1/2016,90,NaN,
Larry Willis,Piano,12/20/1942,9/29/2019,FALSE,12/20/1942,9/29/2019,76,NaN,
Buster Wilson,Piano,1897,1949,FALSE,1897-01-01,1/1/1949,51,Pneumonia,
Garland Wilson,Piano,6/13/1909,5/31/1954,FALSE,6/13/1909,5/31/1954,44,NaN,
Jack Wilson,Piano,8/3/1936,10/5/2007,FALSE,8/3/1936,10/5/2007,71,Diabetes,
Teddy Wilson,Piano,11/24/1912,7/31/1986,FALSE,11/24/1912,7/31/1986,73,Cancer (Stomach),
Mike Wofford,Piano,1938,NaN,TRUE,1/1/1938,,82,NaN,
Michael Wolff,Piano,7/31/1952,NaN,TRUE,7/31/1952,,68,NaN,
Michael Wollny,Piano,1978,NaN,TRUE,1/1/1978,,42,NaN,
Richard Wyands,Piano,7/2/1928,9/25/2019,FALSE,7/2/1928,9/25/2019,91,NaN,
Howard Wyeth,Drums,4/22/1944,3/27/1996,FALSE,4/22/1944,3/27/1996,51,Heart Attack,
Tsuyoshi Yamamoto,Piano,3/23/1948,NaN,TRUE,3/23/1948,,72,NaN,
Chihiro Yamanaka,Piano,1976,NaN,TRUE,1/1/1976,,44,NaN,
Yosuke Yamashita,Piano,2/26/1942,NaN,TRUE,2/26/1942,,78,NaN,
Jimmy Yancey,Piano,2/20/1894,NaN,TRUE,9/17/1951,,57,Stroke,
Alon Yavnai,Piano,1969,NaN,TRUE,1/1/1969,,51,NaN,
Andile Yenana,Piano,1968,NaN,TRUE,1/1/1968,,52,NaN,
Yitzhak Yedid,Piano,9/29/1971,NaN,TRUE,9/29/1971,,48,NaN,
Rachel Z,Keyboards,1972,NaN,TRUE,1/1/1972,,48,NaN,
Peter Zak,Piano,5/13/1965,NaN,TRUE,5/13/1965,,55,NaN,
Glenn Zaleski,Piano,1987,NaN,TRUE,1/1/1987,,33,NaN,
Marcelo Zarvos,Piano,1969,NaN,TRUE,1/1/1969,,51,NaN,
Josef Zawinul,Keyboards,7/7/1932,9/11/2007,FALSE,7/7/1932,9/11/2007,75,Cancer (Skin),
Denny Zeitlin,Piano,4/10/1938,NaN,TRUE,4/10/1938,,82,NaN,
Pablo Ziegler,Piano,1944,NaN,TRUE,1/1/1944,,76,NaN,
Bojan Zulfikarpašić,Piano,2/2/1968,NaN,TRUE,2/2/1968,,52,NaN,
Axel Zwingenberger,Piano,5/7/1955,NaN,TRUE,5/7/1955,,65,NaN,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,, ,,,,,,
